P4,O2,P8,T8,C4,Cz,Fz,F4,Fp2,F8,Fp1,F7,F3,C3,T7,P7,P3,O1,Pz
-1.727205245,-10.90158233,-7.267754121,-11.41249217,2.150207001,1.224266808,0.887372894,5.675274417,13.87577484,-10.81069455,12.73855617,7.93631694,2.178141316,-4.031678645,2.913548377,-6.236776621,0.296971724,-7.142098367,-1.347729084
-5.460254314,-13.36815229,-12.1092081,-19.46104974,1.047094652,-0.302128186,8.471347432,6.534017206,16.32312457,-12.47097626,18.20124213,10.38897573,4.419805286,-3.880703109,7.107770634,-0.613629211,-3.710233013,-10.7569541,-4.876973615
-8.835826777,-15.79189229,-14.94573321,-22.75905215,-0.06618434,-1.92076793,12.38169641,7.086072498,16.27117396,-7.290627647,19.16568828,11.76112006,6.012453539,-4.004822286,9.159702078,5.157887506,-8.090509495,-13.71895206,-8.976227581
-11.43242459,-17.39523563,-15.70294644,-19.03634954,-0.903569825,-3.450348788,10.55546036,7.815270532,14.55680155,2.386885577,16.4607669,11.08361,6.393433656,-4.633479235,9.126998385,7.89349899,-11.93604216,-14.71801314,-12.71601291
-13.20647158,-17.58266006,-15.26176643,-10.3994148,-1.480894845,-4.584409033,5.799702136,8.673241718,13.20874763,11.57476197,13.59674325,8.017172835,5.785159353,-5.321407524,7.562401207,6.812800322,-14.23881878,-13.4125762,-15.17200839
-14.28500215,-16.4859326,-14.66525609,-2.336981317,-2.106422464,-5.013112163,2.820907811,8.926632806,13.5758592,15.60970362,13.59903994,3.376985812,4.917449497,-5.248051941,5.046662973,3.934887746,-14.36692589,-10.83976462,-15.86404099
-14.67422451,-14.90616472,-14.41154948,-0.122635211,-3.118886962,-4.608887181,3.84394247,7.628561625,15.03124799,12.84829894,16.32709041,-1.065826878,4.343456131,-3.822886433,2.13014202,2.357194095,-12.35298406,-8.755722533,-14.87464761
-14.19443092,-13.72015057,-14.40522309,-5.159983559,-4.562795423,-3.530023998,6.717808047,4.351676634,15.31636673,5.173947127,18.50726543,-3.43772142,3.984524983,-1.151322966,-0.510629967,3.547624708,-8.865011748,-8.402748188,-12.66558964
-12.73046283,-13.27976423,-14.49385283,-14.02167016,-6.075871056,-2.163096597,7.04295591,-0.377809142,12.3411038,-3.843860698,16.45895951,-2.74054932,3.305905243,1.967238326,-2.090649598,5.798418805,-4.922000454,-9.684364969,-9.819937021
-10.57222409,-13.31030779,-14.96962197,-20.9974968,-7.116702413,-0.949806376,2.294829222,-5.261950057,6.07344701,-11.44371359,9.281996352,0.643866327,1.938866743,4.494846434,-2.044890321,5.345221644,-1.516728016,-11.39179627,-6.905796857
-8.49400911,-13.34087397,-16.46603321,-22.2994919,-7.378877338,-0.216946528,-5.725848566,-8.874570678,-1.020184261,-16.77997254,-0.084393571,5.179309547,0.160072794,5.737279403,-0.418265928,-0.407968696,0.701594773,-12.25192457,-4.460703954
-7.410323669,-13.21665157,-19.27866448,-18.73945322,-7.053932304,-0.098533248,-12.19715981,-10.29659112,-5.468984399,-20.04037776,-6.775383245,8.929942428,-1.224252737,5.662308691,2.047680154,-10.03491665,1.589557554,-11.90081241,-2.952282447
-7.80519318,-13.19347564,-22.73568518,-14.80375998,-6.695289928,-0.55093912,-13.11408034,-9.348292311,-5.188365104,-20.8624062,-7.360682847,10.39702648,-1.495843607,4.775281721,4.249317129,-18.15356119,1.473345762,-10.99058071,-2.624858124
-9.362097022,-13.54076041,-25.28154523,-14.82164336,-6.754041702,-1.402565806,-8.338948434,-6.393348583,-0.938484951,-17.93786422,-2.060563271,9.064743266,-0.592465635,3.693438042,5.256378894,-18.8519263,0.922524594,-10.41046405,-3.326149352
-11.11607719,-14.07875004,-25.3565278,-19.23117075,-7.153597245,-2.394550914,-1.379695724,-2.021942107,4.338926153,-10.43433608,5.74464603,5.526309451,0.880898406,2.753543493,4.721226213,-10.14165163,0.418438287,-10.37079159,-4.51684504
-12.07097675,-14.17056991,-22.45431313,-23.95563046,-7.283825524,-3.224177784,3.685573363,3.064091193,7.848443696,0.093461745,12.10037174,1.247114018,2.201291744,1.922994013,3.004389263,4.038898794,0.08047749,-10.19643383,-5.560022606
-11.86248019,-13.26759189,-17.53754774,-23.5300364,-6.482265406,-3.626479991,5.349740971,7.932542566,9.104671661,9.40961861,15.03488475,-1.940638388,3.132349144,1.02552243,1.063919824,16.12070238,-0.379629004,-9.023211056,-6.139049607
-10.98897364,-11.54316377,-12.47780515,-15.6571217,-4.661039796,-3.488993046,5.260155172,11.35014045,10.15238299,12.78250414,15.24999296,-2.529215358,4.02629664,0.043856539,0.173644753,20.04109632,-1.421626226,-6.760739549,-6.488207345
-10.43293236,-9.978453295,-8.952661288,-3.633391978,-2.567935614,-2.930389277,6.024673969,12.06825839,13.58436131,8.256315022,14.78586265,-0.054578453,5.32193852,-0.784708215,1.428984733,15.39383521,-3.294246071,-4.410558925,-7.213373037
-10.93364183,-9.688335004,-7.628791954,5.410765787,-1.4046854,-2.260590912,8.449078566,9.459247627,19.9251326,-1.619908659,15.07800034,4.468250563,6.899619553,-1.173743008,5.039775624,7.361082014,-5.765180849,-3.364574352,-8.783781158
-12.42068882,-10.95842668,-8.16254622,5.363687227,-2.010702186,-1.810643969,10.7544473,4.103314823,26.5867027,-11.22339939,16.04587014,8.755344637,7.918338209,-1.114242771,9.715907689,2.441301062,-8.162893573,-4.207381639,-11.04991044
-13.99687851,-12.80316151,-9.838504509,-4.414837968,-4.186138153,-1.72681227,10.39394857,-2.185687724,29.44582691,-15.55184664,16.71382365,10.23552964,7.366122974,-1.01076469,12.74836433,3.337476835,-9.71081083,-6.033218574,-13.15539324
-14.46838618,-13.50858693,-12.17040793,-18.33244825,-6.675228022,-1.872849991,6.704249441,-7.085432219,25.98387565,-13.39332265,16.49080782,7.447895204,4.93048525,-1.447962909,11.21042943,7.078275517,-9.920836143,-6.926733536,-13.93937908
-13.05199173,-11.83676013,-14.92676928,-28.11524655,-7.875748277,-1.92326751,1.913630841,-8.887632971,17.55102053,-7.577954832,15.81664184,1.081861919,1.476013197,-2.716344193,3.917001365,7.852521321,-8.779798429,-5.324421193,-12.57759622
-9.802555507,-7.988919296,-17.66138278,-28.16181984,-6.814882016,-1.595679026,-0.450098015,-7.321665458,8.845242077,-2.298113599,15.65591564,-6.092673818,-1.316386816,-4.465762928,-7.102805009,2.203210862,-6.639349951,-1.236330868,-9.051158969
-5.533955802,-3.558611296,-19.34755921,-18.94444137,-3.731849526,-0.864601825,1.622474132,-3.535987051,4.811527058,0.172782116,16.46113581,-10.57827332,-1.948817178,-5.813431568,-16.98751058,-7.712930239,-3.956116451,3.621206342,-4.169844177
-1.358681078,-0.475917606,-18.65308502,-6.219940284,0.113701324,-0.006883471,7.016740136,0.741321293,7.231949736,0.714639525,17.67275852,-10.12320515,-0.043184808,-5.907811855,-20.58701309,-15.5201739,-1.120357891,6.902248995,0.814689465
1.81443364,0.265604123,-14.7986018,3.118803241,3.241102571,0.553431721,12.44859916,4.278389082,13.62031669,1.814394539,18.23598625,-5.128524892,3.445359658,-4.574768858,-15.80585025,-15.57752079,1.516605867,7.119687005,4.730678517
3.534703815,-0.857612867,-8.349177237,5.427473264,4.782257497,0.494459329,15.10916346,6.928774715,19.30837184,4.914776174,17.61718999,1.473455651,6.863280041,-2.551190689,-5.408876786,-7.480516662,3.52692877,4.469354429,6.852064293
3.758029561,-2.467099108,-1.24071816,1.927029512,4.801096062,-0.223809301,14.74467361,9.39627718,21.12575241,9.121132488,16.34690253,5.91417383,8.867244677,-1.073812175,4.320607596,3.514174048,4.412459108,0.469007461,6.986826316
2.643241444,-3.44764715,4.092622094,-3.17846159,3.964733133,-1.354504484,13.51241792,12.44320395,19.79732037,12.2832297,15.59200805,5.860710214,9.120402333,-1.067877197,7.516051228,10.4213119,3.816717624,-3.198051202,5.354593338
0.394712537,-3.772511449,5.918813147,-6.236262228,2.903173922,-2.516505266,13.91290404,16.17387982,19.1592027,13.19770491,16.17657151,1.824137492,8.283258674,-2.510660204,2.644413188,9.584351739,1.790299683,-5.712215776,2.391924481
-2.765279316,-4.382247642,3.918606521,-6.540312746,1.769825541,-3.394195255,16.66954772,19.89273159,22.79625895,12.69250176,17.957246,-3.224598348,7.428397504,-4.452330379,-6.463229017,2.842352005,-1.155796881,-7.323561986,-1.422370423
-6.553110212,-6.302579805,-0.995920602,-6.029856119,0.292286306,-3.866758646,20.30222531,22.5516027,30.76505265,12.53345319,20.08452575,-5.791496019,7.352567945,-5.701593421,-13.36866758,-4.683728523,-4.329007791,-8.767788495,-5.695478063
-10.61136977,-9.771667275,-7.449261565,-6.988858582,-1.809908554,-4.015181969,22.55742024,23.37108492,39.04511608,13.28345529,21.83243101,-4.068545109,8.216554828,-5.676189899,-13.64652868,-9.033462458,-7.287434071,-10.52037907,-10.18589488
-14.56005978,-14.06310698,-14.2613493,-9.888266754,-4.43226466,-4.033437491,22.28711242,22.17271568,42.25107485,13.34620989,23.16904425,1.045332194,9.627722029,-4.777855734,-7.947435658,-10.23733603,-10.06436577,-12.5138341,-14.76552168
-18.05492597,-18.05579697,-20.54541971,-13.11517605,-7.04176157,-4.109450808,20.15375864,19.2798836,37.58684953,10.35246636,24.53568317,6.744384689,10.98066331,-4.006412774,-1.194042144,-11.30568981,-12.95330744,-14.42128036,-19.26064407
-20.78753138,-20.98548173,-25.41387514,-14.59666119,-8.994098297,-4.333592373,17.73638361,15.21860486,27.03111859,3.759800364,26.09975798,10.30698546,11.78973121,-4.116779668,1.445988536,-14.57919844,-15.98974268,-16.08154656,-23.25108755
-22.44120612,-22.73292905,-27.86630178,-13.76196171,-9.936015457,-4.664062653,16.0447137,10.54636419,16.08218203,-3.811411725,27.27429006,10.84584909,11.86270702,-4.985700754,-1.344739397,-18.90704434,-18.568394,-17.57528007,-26.00056502
-22.69526049,-23.48757483,-27.22933515,-12.13052139,-9.979032124,-4.95498175,14.83502193,5.905246904,10.00386327,-8.042653547,27.04915117,9.620316766,11.31394895,-5.696159148,-6.076615808,-20.29160623,-19.58894952,-18.87909525,-26.66182199
-21.34970773,-23.21156671,-23.87689647,-12.06727332,-9.542723894,-5.03643603,13.22271146,2.090950886,10.36846908,-6.234798267,24.88737814,8.802897343,10.47343183,-5.281039095,-7.351556896,-15.49388618,-18.12463556,-19.50364896,-24.71637205
-18.52134809,-21.48985891,-19.48700946,-14.78313619,-9.028500854,-4.81580805,10.83401256,-0.129390805,14.38411697,0.274402309,21.35487268,9.722833836,9.728833501,-3.538943823,-2.271955377,-5.396334086,-14.16106895,-18.59598847,-20.39086801
-14.74645201,-17.95795262,-16.29394,-19.2193809,-8.583664067,-4.348790424,8.30788725,-0.452708607,17.32579394,6.772837376,17.83963048,11.9382214,9.332482789,-1.268974493,7.161907472,4.974996747,-8.832029634,-15.57034299,-14.73122355
-10.84074413,-12.92037036,-15.60269313,-22.66900911,-8.096523132,-3.828643905,6.683627007,0.610270976,16.08568685,8.550599775,15.5280495,13.78302365,9.251783104,0.272882362,15.53863597,10.03346617,-3.912496547,-10.7955182,-9.204219656
-7.536019058,-7.541136544,-16.60552973,-22.59282297,-7.358973052,-3.482225376,6.332192705,1.874553668,11.17359114,4.308812725,14.50579515,13.85810553,9.175273314,0.276355292,18.15416406,7.949117029,-0.876039033,-5.707839219,-5.024329523
-5.113370827,-3.321649223,-16.56992688,-18.2349067,-6.227014614,-3.426776268,6.524900796,2.175181341,5.860045609,-3.117486276,13.78865694,12.21143211,8.719971471,-1.064284853,14.44746704,2.084548815,-0.156051626,-2.115524659,-2.623694991
-3.309505625,-1.197430852,-12.58867523,-10.93931116,-4.672731665,-3.58423707,6.094363307,1.189588114,3.398058741,-9.151818283,12.29559764,10.24708273,7.731191426,-2.760392233,8.085273543,-1.754679267,-1.101233383,-1.108704618,-1.607814666
-1.60520408,-0.947381,-3.873714642,-3.150845883,-2.76164021,-3.725298097,4.57141801,-0.251834755,4.613767809,-10.81938935,9.943826569,9.469695154,6.453735119,-3.820342052,3.796008689,-0.106471074,-2.599554432,-2.352685777,-1.204759934
0.28314094,-1.396679887,7.038453883,2.990347438,-0.655263102,-3.627599844,2.709783002,-0.699130344,7.652488295,-8.256610484,7.910864484,10.14226072,5.413334927,-3.981425375,3.643082032,5.196597818,-3.867102603,-4.304960699,-0.868281177
2.073774686,-1.277423381,15.25626586,6.468060028,1.331650606,-3.242564114,1.878867423,0.845785009,9.835636951,-3.444902889,7.797299859,11.01464458,5.06614178,-3.810224884,5.74408039,8.352068314,-4.826143235,-5.23006796,-0.601327339
3.031760084,-0.100357842,16.33167635,7.308500582,2.711385105,-2.747329557,2.866421729,4.092857933,9.945692593,2.208531717,10.34408875,10.39309703,5.477884682,-4.124522771,6.310993889,4.218683892,-5.865701328,-4.307833269,-0.797742975
2.483543533,1.598230279,9.191975069,6.037613495,2.960613722,-2.435808131,5.183553488,7.524596435,9.068886937,8.903258165,14.72627585,7.687939381,6.293486344,-5.237217872,3.141446173,-7.343264554,-7.273107752,-2.081088383,-1.773144705
0.372437571,2.763460424,-2.769979401,3.313637283,1.811005744,-2.522226057,7.494391113,9.365975829,9.423662011,17.10303221,18.96817237,4.135571977,7.028924879,-6.649286376,-2.399424095,-20.79317297,-8.848333429,0.013162255,-3.380194615
-2.572437487,2.63684078,-13.34567533,-0.044468589,-0.48624593,-2.998629679,8.751667733,8.775812236,12.25908234,25.35136186,21.13456439,2.026787831,7.444814193,-7.433673821,-6.483553757,-28.43893123,-10.00797192,0.639081116,-5.012363517
-5.216449541,1.250471237,-17.02993137,-2.946593727,-3.155817857,-3.647909634,8.983677032,6.378474808,16.59459797,29.82782848,20.40015518,2.986672042,7.686117337,-6.982744758,-5.980475684,-25.57013008,-10.25051116,-0.619277863,-5.980155143
-6.700919398,-0.708075318,-12.25468686,-4.268031218,-5.235904461,-4.195018852,9.031816351,3.740514185,19.81513628,26.70055223,17.29877931,6.652786865,8.072404107,-5.506059434,-1.008826925,-13.5208414,-9.560251588,-3.110191227,-5.955610479
-6.935555167,-2.449265493,-2.27969769,-3.468790726,-6.080205047,-4.47547141,9.535956185,2.195358559,19.61847423,15.55413068,13.1564759,10.81818679,8.730556915,-3.884367829,5.159463731,1.343750368,-8.405001399,-5.617628375,-5.14621708
-6.538305295,-3.5608735,6.85896436,-1.13786273,-5.689925106,-4.49471714,10.16670662,1.908453107,15.76512198,0.758784452,9.281526123,12.9544809,9.404047429,-3.013043817,8.633028849,11.7547151,-7.343266148,-7.085333288,-4.08799554
-6.272600553,-4.073462545,10.05721498,1.089991131,-4.637134138,-4.347172122,9.857049987,1.873449056,10.28793752,-10.90936471,6.4838523,11.93769178,9.616997206,-3.16532831,7.729392805,13.81113567,-6.583974306,-7.090340711,-3.24341633
-6.418616905,-4.175792528,6.153524726,1.368166318,-3.634299385,-4.079598206,7.830836836,0.802532943,6.045700526,-14.8765084,5.046287436,8.655425748,9.051817932,-3.860600696,3.886991956,8.683168418,-5.866985362,-5.870624057,-2.718990032
-6.569073132,-3.923825884,-1.649296706,-1.250811637,-3.069246145,-3.624581888,4.461984762,-1.802257889,4.755426909,-11.93166117,4.869004414,5.091743556,7.804452204,-4.297639053,0.163066073,1.06780525,-4.751703475,-4.032948149,-2.294003936
-6.008129172,-3.219180572,-8.139226118,-6.156609173,-2.843333548,-2.864489901,1.141244881,-5.211684786,5.96750631,-7.215191343,5.521820588,2.708281278,6.29250418,-3.972515187,-1.228974344,-4.126616325,-3.060919288,-2.198296368,-1.693085441
-4.366762614,-2.02241813,-9.594324861,-11.40545198,-2.601294332,-1.771915672,-0.757233986,-7.953578461,7.669764211,-5.735459044,6.262584352,1.464665014,4.912141221,-2.997153162,-0.308919447,-4.56530182,-1.107303717,-0.759278669,-0.852775136
-2.017209603,-0.525954604,-6.06712569,-14.65772322,-2.124162698,-0.505685157,-0.884157732,-8.792166452,7.971692455,-8.116609186,6.28461515,0.232270359,3.774789911,-1.920239801,1.262278512,-1.209244992,0.48510567,0.222372934,0.039619879
0.134944183,0.93645247,-0.956372096,-14.23382763,-1.533699023,0.624057359,0.001815469,-7.441926097,6.565758811,-10.19708232,5.257789524,-1.837410003,2.778930069,-1.260443227,1.942556061,3.027752328,1.226670016,1.012027595,0.756648027
1.322642261,2.185770032,1.753350187,-9.733123344,-1.132238942,1.304043931,0.916186117,-4.535707884,4.904062667,-6.876405561,3.803151579,-4.223761961,1.943930042,-1.152274967,1.598432493,5.503200116,1.133385032,2.09481938,1.306193127
1.526456404,3.409651974,0.579993006,-2.050892251,-1.030745326,1.375317981,1.642386808,-0.992765656,5.02256809,3.048645633,3.369141063,-5.205326171,1.653399834,-1.350531904,1.336994589,5.508012497,0.745566126,3.947607444,2.030547556
1.512585728,5.045183913,-2.287741586,7.000498458,-0.920984848,0.895080665,2.889048269,2.622131085,7.92955365,15.24323302,5.34927763,-3.188047266,2.500266324,-1.511471873,2.283731178,4.479758313,0.778408722,6.741264172,3.414928365
2.219337676,7.375348076,-2.652729709,15.18308862,-0.244459499,0.07659091,5.45756407,6.234434867,12.75117596,22.90689625,9.95549402,1.889767198,4.783331791,-1.463119609,4.553759464,4.778904893,1.643283246,10.13092786,5.703746807
3.927771257,10.15414853,2.315737276,20.32996338,1.325593307,-0.831314167,9.214001343,9.8682978,17.24249319,22.0616267,15.73050144,8.240318096,8.067341686,-1.248779614,7.295908811,7.829734897,3.151230377,13.3070364,8.57260337
5.855482813,12.58351227,11.42370105,20.89844307,3.467686735,-1.636204422,12.87486257,13.17215125,19.28255992,14.63976749,20.22581243,13.28939573,11.24407244,-0.973394692,9.586535125,12.8041568,4.577689572,15.33724499,11.09507547
6.533387789,13.69658391,19.57070717,16.56594995,5.239764311,-2.22204162,14.88792,15.35754357,18.2858016,6.801788935,21.4914434,15.32130692,13.15711787,-0.657549728,11.19594475,16.79880477,5.043572251,15.61708539,12.08364207
4.7603121,12.88665195,20.83257783,8.626714229,5.613639313,-2.521967648,14.67775945,15.66463476,15.54373112,3.949591488,19.33070581,14.48272672,13.37146907,-0.256450998,12.50081519,16.6126569,3.996730359,14.1459982,10.66649135
0.495007251,10.22263938,12.57130862,-0.17632545,4.181798316,-2.498156681,13.1597675,13.99357228,13.2812714,6.66011855,15.3881137,12.46741069,12.49440256,0.198228617,13.73787209,11.12391296,1.538442247,11.46096194,6.806206815
-4.938834392,6.377447895,-2.252979402,-6.560615968,1.534419423,-2.155165301,12.05033609,11.17588475,13.12005434,10.88734873,12.01911966,11.22492585,11.76299658,0.516673464,14.45111044,2.602623806,-1.575689768,8.310904898,1.459952065
-9.502904688,2.286650466,-16.34606453,-8.08931988,-0.993734661,-1.564467509,12.55602869,8.628902403,15.0489906,12.05589907,10.82735167,11.69948022,12.17737306,0.453201295,13.75580143,-4.265477342,-4.276187609,5.331247144,-3.759160301
-11.54923615,-1.198034071,-22.34345046,-4.379291073,-2.075846264,-0.859830242,14.55717768,7.604639329,17.62106663,9.336815774,11.96218359,13.43799545,13.82158196,-0.081421531,11.1909902,-5.356646185,-5.713127999,2.927462286,-7.299204495
-10.69180822,-3.489108703,-17.40847838,2.552972801,-1.166999094,-0.192153895,16.93485118,8.534954964,19.19011909,6.3288691,14.57281234,15.14918395,15.87212313,-0.906122272,7.314705862,-0.171075124,-5.720358862,1.35124119,-8.413945903
-7.929678065,-4.307987594,-5.132018053,9.097918376,1.194299809,0.324352578,18.65772285,10.88028676,19.22235196,7.587267112,17.82256214,15.6237542,17.25583529,-1.690479752,3.419751463,7.363623091,-4.945041074,0.769156874,-7.521793426
-4.993271533,-3.719360309,6.62133984,11.70190996,3.733361919,0.632228067,19.5917991,13.51961381,18.64937,14.1191663,21.44897104,14.34178446,17.42015583,-2.225324308,0.591725089,11.30085763,-4.519590097,1.164024382,-5.94089532
-3.346584017,-2.184668305,10.62717288,8.586077277,5.193347471,0.709599478,20.31097457,15.37706294,18.9573168,21.90039372,25.3758469,11.53036984,16.62143396,-2.596655749,-1.028196353,7.856030756,-5.402693795,2.141732802,-5.106289648
-3.431500581,-0.507234354,4.830779512,0.688009354,5.020450789,0.545360956,21.16515408,15.89944729,20.71394943,24.85946187,28.8656694,7.902786875,15.55562469,-3.081093956,-2.101270471,-1.660757449,-7.742594981,2.908794525,-5.698876601
-4.538285789,0.466887092,-6.442479358,-8.675971783,3.589920917,0.153859343,21.58742259,15.17678673,22.74934043,19.89285089,30.2346164,4.397425401,14.6938742,-3.830096236,-3.238590018,-11.52860842,-10.65960511,2.61563175,-7.208709067
-5.303894874,0.322732225,-15.37507427,-15.33218601,1.895364506,-0.373935949,20.40789131,13.74662632,22.77613016,9.671411254,27.70671245,1.975523387,13.89909991,-4.622828996,-4.295668164,-15.65562162,-12.63521214,0.939175581,-8.227099414
-4.520003659,-0.592173077,-15.74769563,-16.27354324,0.939212426,-0.841805525,16.97409055,12.25918526,19.12251701,0.811428057,20.9049837,1.317246616,12.62751492,-4.940399047,-4.536807826,-12.05310157,-12.33234351,-1.524477684,-7.327241679
-1.824582039,-1.317334781,-6.920656233,-11.19979515,1.191769249,-1.006653007,12.05076209,11.16765075,12.29129669,-1.150324149,11.72159343,2.375541053,10.50834346,-4.351036215,-3.544451822,-4.306187755,-9.385261783,-3.464038428,-4.017194311
2.045301159,-0.941059582,5.834359698,-2.743500881,2.391177846,-0.723206139,7.574680258,10.5371286,5.046897343,4.095900713,3.612350848,4.088486408,7.781712066,-2.915776751,-1.987572409,1.182625838,-4.691807978,-3.655784189,0.818508989
5.539675851,0.628449985,14.77513577,4.833657123,3.737745214,-0.085825704,5.324303486,10.02386347,0.773721676,11.65841416,-0.431673902,4.687997471,5.212839359,-1.273971438,-1.423408515,0.093563122,-0.034771239,-1.867521001,5.272784381
6.984967455,2.376549869,14.58546783,7.866608697,4.335965528,0.553842349,5.565556071,9.054451931,1.200256783,15.48292453,0.162040727,2.692942538,3.556140317,-0.3036211,-3.162638668,-6.598672392,2.739754138,0.808362374,7.366538568
5.366554326,2.699282269,5.552077736,5.242976269,3.64650112,0.747202819,6.840403458,7.167099174,5.179214582,13.04896391,3.163267097,-1.955662988,3.020530048,-0.584023159,-7.10510369,-13.62465057,2.520227044,2.516330851,6.039912289
0.839711193,0.455688627,-6.916955743,-1.039730204,1.738560585,0.212538171,7.137908101,4.355304893,9.510486847,7.032118991,5.11043625,-7.498710375,3.172487631,-2.043241683,-11.54348181,-15.76749342,-0.693325963,1.770256372,1.624410226
-5.292311632,-4.166343593,-15.92665981,-7.073066348,-0.758540824,-0.964383337,5.511153195,1.178698659,11.26013462,2.877620472,3.745074561,-11.21058782,3.333725079,-4.025900145,-14.14355119,-11.97565264,-5.931540228,-1.613541917,-4.423750324
-11.14458566,-9.621005982,-17.3767421,-9.288189067,-2.967140868,-2.33662759,2.801727537,-1.50244403,9.843678121,4.510570243,-0.460617534,-11.09617763,3.118803831,-5.696519585,-13.34861754,-5.881106206,-11.7195716,-6.42795901,-10.29859479
-15.08087684,-13.87417752,-12.12042779,-6.392153795,-4.178009707,-3.321162671,0.870169479,-3.057150163,7.277521627,11.63694381,-4.778370604,-7.286351249,2.661605853,-6.466016568,-9.170022608,-2.384254485,-16.56701836,-10.8534416,-14.63060607
-16.36495431,-15.56405213,-4.789906328,0.15339514,-4.160603255,-3.506301638,0.983836922,-3.525609281,6.410814636,20.4646868,-6.292152831,-2.069142199,2.366343622,-6.166819689,-2.92430079,-3.283029251,-19.30375947,-13.49011949,-16.85761332
-15.28629116,-14.62701962,-0.335366695,7.269922478,-3.207202822,-2.849853968,2.713428346,-3.618257808,8.543562023,26.79659845,-3.991747319,1.563717242,2.431733396,-4.944437739,3.639296092,-5.731114048,-19.26066167,-13.89395479,-17.08105179
-12.74042126,-11.98798803,-0.747371582,12.12000544,-1.899406864,-1.654663798,4.245890549,-4.213522289,12.33066085,28.78222559,0.613896129,1.864761156,2.582621652,-3.054025253,9.02658687,-4.887123066,-16.37164253,-12.33456862,-15.64982009
-9.594684198,-8.654330231,-4.122001984,13.42648607,-0.752983732,-0.360701103,3.827782569,-5.690643358,14.83772009,27.3603628,4.685995807,-0.61714364,2.252748612,-0.766379967,12.14223946,1.511942291,-11.2138373,-9.165100877,-12.84111068
-6.291182691,-5.008427151,-6.493994451,11.55691222,0.027111777,0.693109816,1.131808816,-7.604372469,13.87077392,24.63124864,6.032360182,-3.617262524,1.06833485,1.583907394,12.22043193,10.65478548,-4.913182533,-4.493756215,-8.858951527
-2.927873178,-0.884137246,-4.955737412,7.675553043,0.531590408,1.386927531,-2.546548143,-8.979669048,9.673923313,22.01217142,4.388258539,-4.888389301,-0.777357687,3.548824596,9.05826883,16.543766,1.1462064,1.492076459,-4.080395416
0.334223512,3.696782153,0.198993417,2.878314169,0.915954471,1.773687847,-5.344289483,-9.027007837,4.635469487,19.7681476,1.20214434,-3.771480446,-2.57924572,4.660188291,3.542223248,14.82803516,5.741806872,7.883035995,0.731658989
2.958437668,7.866249836,5.752032952,-2.009059079,1.164549343,1.945176052,-6.201570094,-7.731879914,1.318249303,17.88675111,-1.673492287,-1.469135127,-3.571966606,4.647927918,-2.192887565,6.528432841,8.165372797,12.83367596,4.509903547
