P4,O2,P8,T8,C4,Cz,Fz,F4,Fp2,F8,Fp1,F7,F3,C3,T7,P7,P3,O1,Pz
-17.27721093,-27.42627938,-36.92759838,-5.091096806,-22.12534399,-0.850843721,-7.480710651,-18.60319052,-74.76175127,-38.28574494,-23.3652666,-43.63247435,-15.67074853,-25.0013929,-27.76029104,-43.9088686,-33.95658376,-28.57617247,-15.09882025
-15.72138488,-28.04911574,-35.62507238,-4.200551144,-20.31057125,-0.929704213,-8.880919401,-19.98987738,-73.36001293,-38.8985806,-21.4684674,-45.8898955,-17.150925,-27.80488051,-29.26163708,-44.56437044,-34.45185266,-25.25667263,-17.65474381
-13.94326849,-27.46780429,-32.34724258,-1.677925394,-17.71829829,-1.030172062,-12.27656032,-21.63059415,-70.17937992,-38.63528326,-18.77604975,-45.97628319,-18.24281486,-29.42562608,-28.8697666,-43.04979649,-33.70320309,-21.52718781,-19.77288751
-12.22535324,-25.51174158,-27.92338737,3.019394414,-15.35034383,-1.240077275,-14.50473143,-23.3370568,-67.11629071,-38.1166854,-16.34505443,-43.40455334,-18.48488987,-28.93807767,-24.95971571,-39.86613801,-31.92366214,-18.71750065,-20.63760246
-9.749212615,-21.97917776,-23.13888945,8.670586681,-13.81751883,-1.175702672,-13.71950486,-25.03206572,-65.23523794,-37.4250704,-14.2211128,-38.47420517,-16.6844068,-25.38304192,-17.61820569,-35.41461258,-28.80911574,-16.78500858,-19.30805882
-5.769993993,-16.95754275,-18.31354331,13.09316356,-12.97891358,-0.402034976,-10.82816477,-26.61659728,-64.04356929,-36.1246481,-11.61573368,-31.98609752,-11.91348541,-18.55849269,-8.619524283,-30.06605858,-23.97091923,-15.10726367,-15.54329173
-0.790779145,-11.19970835,-13.4252631,14.77230745,-12.28964449,1.051509439,-8.466843616,-27.77213152,-62.23002011,-33.87867922,-7.916097517,-24.92553504,-4.596032228,-9.581279649,-0.233445806,-24.33134083,-17.6597281,-13.49974423,-10.32635155
3.533016748,-6.049120514,-8.563928721,13.96894502,-11.41043136,2.583898691,-8.586058479,-27.95057346,-59.0832371,-31.04195838,-3.549348618,-18.30297101,3.332807074,-0.600817657,6.197265611,-18.83625561,-11.00446348,-12.34287411,-5.505022943
5.740757538,-2.777745284,-4.208522141,12.42446949,-10.44591503,3.446514455,-10.81465647,-26.66112,-55.26878275,-28.63748231,0.113503336,-13.05013798,9.474106144,6.29359126,10.85823953,-14.0914567,-5.425689978,-11.83652101,-2.684668347
5.901464072,-1.759481162,-1.006799381,11.97471519,-9.610598944,3.338219521,-12.93981266,-23.8747179,-52.29488056,-27.67283684,1.765692727,-9.782053563,12.47238844,10.22720525,14.88935134,-10.30289212,-1.659756843,-11.38138535,-2.172017536
5.648478466,-2.13825974,0.771585428,13.26717004,-8.724711819,2.655334688,-12.92786655,-20.19789518,-51.18921068,-28.33105114,1.23918987,-8.451062288,12.80819881,11.89123176,19.19998001,-7.425590853,0.766091515,-9.923084658,-2.793481151
6.824282479,-2.32647829,1.589309206,15.60064879,-7.13047861,2.177623896,-10.63124818,-16.60241363,-51.57182225,-29.69567426,-0.259115466,-8.19444708,12.25471023,12.8243536,23.65249246,-5.39090277,3.113502903,-7.003884938,-2.75408249
9.930228383,-1.032535493,2.406957217,17.87262482,-4.212251533,2.451345758,-7.737042493,-13.85385023,-51.90847728,-30.2537475,-0.955331202,-7.674802312,12.45136592,14.18929107,27.21514008,-4.24322365,6.372319635,-3.413479178,-0.899034863
13.75265066,1.910309787,3.96966135,19.66629418,-0.087413685,3.376862096,-6.143096937,-12.06347708,-50.6884251,-28.82255349,0.276027402,-5.853225032,13.73820211,15.98438763,28.86966855,-4.025592843,10.41595275,-0.638287834,2.554114592
16.45726928,5.502076853,6.175681767,21.47264802,4.201855106,4.322103623,-6.302958812,-10.73256811,-47.53120488,-25.24847349,3.211418359,-2.710344032,15.13041038,17.2455991,28.4773025,-4.551164942,14.05633406,0.478934351,6.304524212
17.11978631,8.314652739,8.077705874,23.91550271,7.276470751,4.640844827,-6.999103027,-9.27987043,-43.38708874,-20.43432559,6.547237312,0.649857932,15.34133156,16.98639015,26.89943589,-5.365442904,15.94118558,0.553217353,8.97630738
16.31121033,9.433219824,8.579063685,26.80700853,8.38207418,4.158177844,-6.645834737,-7.638725134,-39.82102811,-15.75515891,8.812079712,2.672806787,13.92175053,15.06732821,25.31358068,-6.033357152,15.56638989,1.012158873,10.04334457
15.28235968,8.921455684,7.316913283,29.02413929,7.949261461,3.247718287,-4.85628272,-6.421860978,-38.07709468,-12.30972012,9.165625818,2.365048004,11.57073512,12.31848442,24.31272112,-6.516970244,13.62919881,2.467568131,10.0274699
14.6122975,7.550784402,5.049026748,29.41674188,7.272354647,2.485701836,-2.836357197,-6.474909839,-38.62362991,-10.46578691,7.561279031,-0.082391171,9.450996974,9.898598445,23.51626083,-7.222956662,11.52168474,3.686963571,9.953917374
13.66558905,6.108745126,3.230744887,27.95223882,7.547832566,2.204338433,-2.282303808,-8.13140372,-41.29389298,-9.86747486,4.370835472,-3.501634103,8.198457681,8.482338493,21.97777456,-8.540433603,10.43736585,2.393252689,10.59474512
11.40045335,4.870094847,3.08319153,26.00050052,9.040273271,2.306084435,-3.811876006,-10.75053226,-45.59918059,-9.76936231,-0.005517146,-6.586761253,7.509674556,7.929222383,19.03443318,-10.19592123,10.77894745,-2.526074308,12.07815956
7.740567509,3.598272384,4.819325691,25.36655323,11.01894694,2.44125129,-6.345821548,-12.94041439,-50.80863226,-9.463449643,-5.147959691,-8.69342305,6.598151928,7.610027427,14.9158797,-11.05394323,12.19529908,-9.305670664,14.03131045
4.122171787,1.971052489,7.53877819,26.78663584,12.44357367,2.342453539,-7.976409484,-13.37092528,-55.86035427,-8.647091658,-10.35309494,-10.01841945,5.007403342,7.005528419,10.64754816,-9.736039166,14.02457006,-13.86154466,15.97069992
2.545344322,0.003950253,9.787413079,29.13888208,12.7568659,2.014660988,-7.539546012,-11.63832456,-59.52086083,-7.663009005,-14.56606518,-11.13456633,2.989853256,6.03000947,7.342773134,-5.745749748,15.67550618,-12.5775892,17.54631374
3.862518023,-1.88117653,10.33610103,30.09488024,12.10517695,1.651763258,-5.521371356,-8.589189843,-61.00818235,-7.518131628,-16.82179047,-12.38550308,1.133758922,4.86145948,5.434965308,-0.233225454,16.69953379,-5.251794428,18.51107364
6.838214036,-3.140027278,8.689614576,27.78023835,10.8758845,1.407597475,-3.557140745,-5.875902715,-60.7044251,-9.546268364,-16.96669629,-13.6913685,-0.326016508,3.541023046,4.423368822,4.356451967,16.70427752,4.27597321,18.6126943
8.937411695,-3.44085311,5.149077239,22.19168211,9.090129823,1.256732694,-3.017703993,-5.025444652,-60.23516436,-14.6965086,-16.02508956,-14.86560392,-1.76594933,1.795296062,3.307787717,5.716891703,15.41237533,10.58103719,17.66078711
8.309234245,-2.756869565,0.592402636,15.31131159,6.324307948,1.061675324,-3.925324788,-6.598888307,-61.55181363,-22.73037775,-15.73467171,-16.03156674,-3.68520447,-0.711252985,1.384854076,3.271204576,12.93736808,10.46117245,15.77518018
5.33654903,-1.19302009,-3.783693213,9.881490879,2.316459874,0.752320355,-5.080505536,-9.923464881,-65.51085324,-31.86648928,-17.4332621,-17.63984244,-5.928716863,-3.918679826,-1.168098381,-1.260661217,9.997383868,5.166354371,13.54815752
2.413721712,1.216988325,-6.694159922,7.79720685,-2.295686014,0.424100184,-5.193253516,-13.499283,-71.03955194,-39.30995451,-21.08715286,-20.00713152,-7.454694142,-7.152147857,-3.334697972,-4.842781228,7.71453743,-0.698498414,11.85492744
2.078187106,4.501495989,-7.076802846,9.250655508,-5.899395823,0.25582068,-3.979694982,-15.79440215,-75.68195536,-42.57222238,-25.25158646,-22.82353002,-7.058722241,-9.400725417,-3.90811191,-5.057196135,6.978557348,-2.719940275,11.34891636
5.006813672,8.52559628,-4.532981581,13.05970019,-6.790089954,0.332067782,-2.304624506,-15.97569916,-77.26168249,-40.85246638,-28.07733384,-25.18610011,-4.582738304,-9.940426332,-2.325044189,-1.662302983,7.799775778,0.124829615,12.00161911
9.502337594,12.78855946,0.300562907,17.68220144,-4.454528242,0.547329998,-1.345650977,-14.2258422,-75.43541886,-35.54020894,-28.64340572,-26.26523146,-1.575381303,-8.859053882,0.856144723,3.31683121,9.200083664,5.051125196,13.07138484
12.84388901,16.49155001,5.796744202,22.03013845,-0.222806095,0.686201391,-1.590096385,-11.55145015,-71.90619218,-29.3924811,-27.59711654,-26.08525461,-0.676697051,-7.103783054,4.151848998,7.009934823,9.819967649,7.966303031,13.56124053
13.33815447,18.88320668,9.965631702,25.58071011,3.371587885,0.603334962,-2.534781791,-9.233380495,-69.10324179,-24.86546357,-26.59891064,-25.69351725,-3.981270396,-6.011857279,5.926489037,7.60167718,8.837288309,6.717396424,12.82894321
11.38975109,19.62481099,11.39589543,27.99293728,4.204419844,0.335210075,-3.260171602,-8.206009148,-68.38603918,-22.75024999,-27.00949451,-26.45087843,-11.49764086,-6.621378555,5.288772214,5.374848279,6.501574091,2.48853197,10.89607809
8.814578288,18.87867726,9.920600209,28.81716617,2.009114278,0.048074911,-3.2742882,-8.655824888,-69.22892079,-22.09753996,-28.86199213,-28.94454273,-20.84435052,-9.160248751,2.57293248,2.234810517,3.863178897,-1.563403053,8.271216025
7.126493756,17.05999267,6.538024624,27.6521792,-1.443373363,-0.112968464,-2.85708075,-10.01943323,-70.01671558,-21.46084957,-30.9294231,-32.42264063,-28.46223652,-12.95779942,-0.890710701,0.169276615,1.913000601,-3.058771396,5.511671662
6.332413815,14.49382459,2.646182419,24.56522474,-3.626938715,-0.118813162,-2.668704496,-11.37256022,-69.70788169,-20.44602417,-31.80693418,-35.27977358,-31.55196378,-16.77189158,-3.579306974,-0.181006152,0.821638182,-2.181215472,2.931641025
5.225219396,11.30493378,-0.826389174,20.29394736,-3.0929146,-0.007755484,-3.071875122,-11.99940781,-68.8745808,-20.26866449,-31.1038533,-36.25201013,-29.48722376,-19.34034858,-4.656249417,0.166439192,-0.11734434,-1.176367329,0.667943222
2.804125219,7.644823146,-3.743685556,15.96076954,-0.502392524,0.23826839,-3.825598871,-11.817107,-69.17084963,-22.78020176,-29.76006262,-35.34958912,-23.90816719,-19.90649617,-4.369736063,-0.520809733,-1.806105363,-2.235120721,-1.061277218
-0.513234732,4.017909098,-6.364006157,12.50713734,1.907011204,0.738673778,-4.392157416,-11.39487881,-71.66734889,-28.677229,-29.23258769,-33.74276461,-17.64093632,-18.50106104,-3.722689919,-3.250741251,-4.476280694,-5.654297288,-1.860259504
-2.984933236,1.322022496,-8.67385605,10.31510655,2.015048841,1.602656562,-4.500573662,-11.54953342,-75.5322893,-36.35946388,-30.23975743,-32.7030836,-13.27110501,-15.85372771,-3.654164849,-7.42191486,-7.325699874,-9.695554936,-1.398587001
-2.869109124,0.427968514,-10.14179213,9.282566653,-0.594121043,2.75314907,-4.401182046,-12.78097451,-78.3112818,-42.49852479,-32.12380454,-32.53783365,-12.18501668,-12.95953189,-4.316266895,-11.09265572,-8.94437058,-12.00520925,0.204426998
0.151250304,1.537138842,-10.19243059,9.174250204,-4.323315927,3.873605752,-4.592483337,-14.93273429,-77.71973937,-44.07683063,-33.38621431,-32.48873585,-14.36131963,-10.51671601,-4.97530969,-12.19679715,-8.222018464,-11.26283996,2.251918683
4.615586512,3.823632722,-9.007223765,9.834268258,-6.737434332,4.577570254,-5.331933725,-17.31206926,-73.53355273,-40.45594079,-32.97613099,-31.7192377,-18.68691029,-8.57859766,-4.624044657,-9.901332544,-5.105464439,-7.833861876,3.806112967
8.239854757,5.73150967,-7.870559633,11.05028405,-6.334074853,4.694972578,-6.432142153,-19.17132484,-67.99050308,-33.90733666,-31.27008507,-30.49528472,-23.46409705,-6.683111463,-2.863302986,-5.258474059,-0.72528063,-3.276036284,4.272281765
9.358221725,5.827556659,-8.578067732,12.28926775,-3.61493808,4.432596117,-7.524892522,-20.18371586,-64.27921061,-28.13612369,-29.90201156,-30.38428487,-26.97902205,-4.413931463,-0.385201664,-0.76213225,3.139314678,0.547893831,3.74933673
7.75469142,3.663707874,-12.20571884,12.72766583,-0.714283905,4.241179173,-8.484027493,-20.55870287,-64.24576789,-25.82800397,-30.51489841,-33.07404635,-28.1370206,-1.989726581,1.345272919,0.951214259,4.90087713,2.050747043,2.834790783
4.430525929,0.045992932,-18.15693849,11.73524102,0.099185341,4.464488679,-9.533569493,-20.73591409,-67.10150918,-26.99032939,-33.37781166,-38.64760455,-27.01936794,-0.370744605,1.031077867,-1.436561217,3.861382216,0.211554141,2.049102645
0.758781257,-3.491041849,-24.30623117,9.469241223,-2.044190321,5.050905463,-10.89809471,-20.93956428,-70.12227977,-29.25630986,-36.94682021,-44.78629192,-24.96986156,-0.675452933,-1.547030571,-7.081891657,0.48634184,-4.976565162,1.403482391
-2.166993868,-5.637856358,-28.26326289,6.992984172,-6.092527667,5.584051722,-12.35007113,-20.98300787,-70.74334886,-29.84192078,-38.74056985,-47.79291502,-23.88024276,-3.246325664,-5.307229023,-13.24240101,-3.794445555,-11.86489451,0.527184361
-3.602489052,-6.024293392,-28.90117242,5.646780232,-9.837427565,5.634252052,-13.16772955,-20.4889003,-68.37572523,-27.63385227,-36.91175301,-44.91248621,-24.86094339,-7.070833288,-8.500267155,-16.59440627,-7.154899237,-17.0517009,-0.741659788
-2.939220905,-5.224687417,-27.04013829,6.051995509,-11.35027892,5.152057816,-12.65087345,-19.31870483,-64.56146468,-23.86450188,-31.39192686,-36.30250494,-27.10818995,-10.10415443,-9.754910139,-14.98475919,-8.118597649,-16.66646142,-1.866263393
0.247612468,-4.123288616,-24.78006694,7.547109241,-10.08826871,4.562794945,-10.78050035,-17.80549063,-61.46892686,-20.97293608,-23.83532379,-25.12462872,-27.90998299,-10.40422849,-8.80737968,-8.677907488,-6.212098408,-8.83632003,-1.767133027
5.754559806,-3.174763924,-23.9789795,8.612824454,-6.999762093,4.448372109,-8.396275381,-16.53973214,-60.04426955,-20.63434035,-16.48492892,-15.57586972,-24.08240173,-7.341408624,-6.446829179,-0.323000053,-2.208409594,4.270695972,0.372297965
12.37499903,-2.133760703,-24.99714006,8.071751147,-3.69605602,5.045340583,-6.643994044,-15.85013703,-59.32353798,-22.4941971,-10.82851895,-10.2297812,-14.07058463,-2.014443496,-3.802864659,6.470709637,2.25057193,16.77829466,4.264869898
18.1901537,-0.426612681,-26.5934619,6.16367457,-1.35150887,5.963431666,-6.100245222,-15.41753972,-57.3762332,-24.49495704,-6.965477132,-8.595830749,0.695085989,3.456624091,-1.566535853,9.211250546,5.548565582,22.32998321,8.400262901
21.58040817,2.177821662,-26.97034061,4.597190473,-0.070634294,6.380073649,-6.316030506,-14.39221356,-53.00148981,-24.41395204,-3.992388891,-7.89122068,16.23099495,7.269497803,0.27834063,8.011253665,7.029042977,18.39448381,10.89145486
22.2799428,5.17028614,-25.11959137,5.422579345,0.953807902,5.600271995,-6.201789888,-11.98732434,-46.74617686,-21.36461198,-0.958009332,-5.359906586,28.06204076,8.956244833,2.096122853,5.500574835,7.361558109,8.523895311,10.74867503
21.59650025,7.523551218,-21.46307778,9.500865384,2.724766657,3.576704569,-4.957216528,-8.114243992,-40.45935167,-16.17921028,2.390624888,-0.355596075,33.5913894,9.38953752,4.013805018,5.141911805,8.039184037,0.524244284,8.634557021
21.51212361,8.39091379,-17.38402731,15.71984611,5.715509557,0.999575669,-2.761871686,-3.554542198,-35.83708527,-10.5606797,5.564984547,5.327740705,33.23120369,9.876125466,5.667807017,9.001302678,10.30452942,1.425454901,6.48892287
23.29689303,7.761050486,-14.09906682,21.60519778,9.596488517,-1.117916845,-0.631817414,0.494265647,-33.1967132,-5.825949988,7.889713637,8.99796453,29.64954245,11.11015535,6.522117271,16.44746781,14.25541829,12.69293615,6.253024572
26.69914615,6.569603595,-11.76525578,24.95328333,13.51134222,-2.061488393,0.437139714,3.172840062,-31.44360064,-2.239019684,9.127691964,9.191996805,25.82582879,12.79152198,6.475474103,24.65656384,18.79521734,29.17332968,8.608474667
30.31447586,6.156128065,-9.458826215,25.3387941,16.63376667,-1.808288202,0.300701491,4.44733523,-29.16000022,0.693387936,9.685979456,6.753449584,23.35567369,14.10804893,6.190221894,30.54762989,22.47303454,42.59495337,12.62668519
32.76138903,7.416132828,-5.968265669,24.40627387,18.59963338,-0.942986707,-0.243082185,4.970924067,-25.85337692,3.411653266,10.3032714,4.131404284,22.07392321,14.56100578,6.769482588,32.7594045,24.56333029,47.0577721,16.51843646
33.64823984,10.2026946,-0.77350105,24.70019031,19.54939596,-0.208681036,-0.17162855,5.451177909,-22.36193649,5.752956873,11.50921673,3.54789863,20.94485514,14.37902785,8.935095308,32.26813489,25.52841184,42.51422937,18.84955843
33.56151979,13.35554628,5.470728921,27.81045021,19.8093039,-0.049012482,0.867907009,6.033890338,-20.18267622,7.071555592,13.25198342,5.451274038,19.23913488,14.18365723,12.2991577,31.27509343,26.4898912,33.89806907,19.29772842
33.20831796,15.32468875,11.20959738,33.08990837,19.48621903,-0.454588737,2.261189763,6.181208169,-20.3616122,6.794523781,14.90206049,8.318951898,16.99334296,14.25256976,15.32195822,31.29909676,28.14193103,26.95194582,18.46829838
32.59107591,14.99789106,14.76734538,37.82495278,18.29794595,-1.156230798,2.966208835,5.115666773,-22.84692405,4.846352585,15.5672876,9.788420859,14.54892437,14.0792613,16.09270906,31.99381474,30.01566224,24.20218254,17.06802873
31.01570662,12.25428838,15.13189333,38.79052496,15.78609575,-1.941507068,2.401450847,2.459434989,-26.71099458,1.605670059,14.50899657,8.178402597,11.8340141,12.66127634,13.48747618,31.61273538,30.74344676,24.07267427,15.20826975
27.91878438,7.966845023,12.35886644,34.23653583,11.77606732,-2.815313085,0.911706561,-1.427355531,-30.89391924,-2.437379176,11.47740537,3.362560048,8.226793742,9.312616251,7.97199256,28.72405691,29.16519457,23.34639397,12.41535299
23.70141905,3.506495016,7.49528704,25.08669699,6.745393386,-3.899109633,-0.562785334,-5.633859542,-34.76687008,-6.885749078,6.879130289,-3.394914053,3.21423347,4.343074771,1.524682748,23.76660971,25.41508303,20.47623764,8.273267914
19.7171033,0.057110145,2.14625863,14.61424667,1.785283679,-5.201048059,-1.282188377,-9.21351367,-38.10672883,-11.27907514,1.739980056,-10.26542718,-2.762451311,-0.948419454,-3.296761931,19.13712186,21.10252678,16.83321704,3.082542967
17.32775973,-1.88947026,-2.119203327,6.766433322,-1.90155485,-6.489865502,-1.252362166,-11.60832692,-40.68101532,-14.81219838,-2.566756316,-15.6749739,-8.144226535,-4.970050583,-4.608566498,17.64092059,18.38512106,15.04295438,-2.069053964
16.82288341,-2.623009886,-4.332798048,4.094336041,-3.68787332,-7.398906743,-1.067682193,-12.70675652,-41.99156089,-16.38689421,-4.807528107,-18.71977972,-11.0918183,-6.706459975,-2.079709061,20.43254854,18.58058974,16.18752682,-5.908800861
17.17828148,-2.889226322,-4.472003486,6.463836646,-3.93598116,-7.678765636,-1.249961005,-12.61098169,-41.52216025,-15.18427618,-4.44094801,-19.22991816,-10.76010609,-6.167138366,2.998138754,26.00691378,21.31106393,18.54812028,-7.774778091
16.92160055,-3.365643568,-3.413464808,11.26855958,-3.812341673,-7.388377326,-1.722841724,-11.42733937,-39.30026348,-11.405835,-1.956286885,-17.71534927,-8.001377222,-4.197533915,8.410663327,31.03644448,24.76271021,19.04559585,-7.985832546
15.38812303,-4.252377491,-2.448106329,15.00166323,-4.56048523,-6.866586739,-1.903842825,-9.313958842,-36.22348253,-6.533053189,1.258505343,-15.26614972,-4.886029878,-1.911112902,12.06281696,32.48035038,26.82453069,16.04270498,-7.536489887
13.27531864,-5.218186311,-2.554321088,15.26187757,-6.675959006,-6.505541641,-1.304208786,-6.711197117,-33.75000382,-2.725201008,3.542424458,-13.26335777,-3.35076291,-0.18531899,12.82573564,29.47015887,26.28406803,10.94336306,-7.405571837
11.99583912,-5.725466115,-3.836161408,12.02405497,-9.532416053,-6.500759798,-0.052768616,-4.440787002,-33.0801889,-1.637713244,3.783542029,-12.80838211,-3.973279472,0.525761928,10.8275337,23.68369423,23.31649624,7.116717832,-8.021936151
12.38421144,-5.508858801,-5.504080183,7.45320528,-11.73191651,-6.759891209,1.163157448,-3.427471515,-34.4063345,-3.453262916,1.968517064,-14.09341721,-5.769379096,0.129133773,7.14427296,18.05633064,19.08789515,7.0683371,-9.22592303
13.90200839,-4.857861214,-6.448352212,4.429719283,-11.96919189,-7.018832057,1.697520057,-4.135667384,-36.79491966,-6.824876339,-0.876401759,-16.17846242,-7.108750159,-1.209266043,3.130507413,14.85027556,14.90351522,10.33426316,-10.6222993
15.07211575,-4.46294521,-6.029694968,4.740418116,-9.84742343,-7.05593963,1.532324645,-6.133216615,-38.80187417,-9.779180398,-3.316284735,-17.48671806,-7.002188668,-3.110293926,-0.240768928,14.44429839,11.52435007,13.92724745,-11.93530699
14.79624878,-4.889860135,-4.521112407,8.071066385,-6.11818942,-6.83642628,1.296522736,-8.195562545,-39.38481808,-10.93016452,-4.316853799,-16.81479684,-5.784938673,-5.054344317,-2.712430275,15.53912411,8.999930031,14.91993986,-13.06650007
13.40693395,-6.051544224,-2.868654856,12.38432941,-2.21755962,-6.493179919,1.675227588,-9.00044339,-38.48442576,-10.16229519,-3.748352234,-14.19013752,-4.748002491,-6.579347971,-4.630350651,16.39110394,6.934878375,12.89989629,-13.89263256
12.49236557,-7.112446085,-1.951159529,15.3459133,0.557305609,-6.184703642,2.729801792,-7.998319139,-36.92204589,-8.39021222,-2.329433447,-10.93033779,-5.093388827,-7.530491346,-6.505343801,16.03484946,4.876893589,10.18522715,-14.09413026
13.57406531,-6.989607394,-1.915185727,15.7954926,1.681525084,-5.956047608,3.749314117,-5.848309764,-35.75954481,-6.706807075,-1.126468201,-8.816359141,-7.057649922,-8.138406804,-8.546804857,14.66012939,2.584638491,9.674791054,-13.2517512
16.72843565,-5.164854137,-2.111012409,14.2993151,1.489093317,-5.707315347,3.795363097,-4.064553082,-35.60687239,-5.627203439,-0.970080454,-8.963601395,-9.837854639,-8.784978819,-10.47343356,13.09110336,0.129823306,12.25898351,-11.16278954
20.34665209,-2.223309393,-1.678486309,12.5166747,0.7742624,-5.278285743,2.489937856,-4.060400746,-36.32596178,-4.947701628,-2.127193455,-11.21116231,-12.2907564,-9.599697792,-11.72792389,11.99108886,-2.113546569,16.0546937,-8.089823613
22.30981406,0.350250026,-0.30246038,11.94389379,0.282980503,-4.570147958,0.371747913,-6.215377965,-37.25182813,-4.182926088,-4.337325662,-14.4414434,-13.80369439,-10.24340041,-11.94946127,11.47853514,-3.580621008,18.100046,-4.687451918
21.67455305,1.082621762,1.490280004,12.96844171,0.456124407,-3.609838765,-1.49223744,-9.596448498,-37.70735481,-3.109265182,-7.082020614,-17.51405538,-14.66940218,-10.12943583,-11.36234132,11.34477993,-3.756168267,17.00673801,-1.623020601
19.50780651,-0.450751565,2.754574007,14.8408866,1.498805141,-2.518396035,-2.323524315,-12.52790087,-37.45592872,-1.958542908,-9.867114631,-20.04289361,-15.72723271,-8.947207276,-10.76744987,11.50986211,-2.488248292,14.27279601,0.829486447
18.16639501,-3.213764364,2.939723669,16.44690332,3.555989626,-1.41935551,-2.207675067,-13.63233952,-36.84739784,-1.188213537,-12.37485155,-22.42764726,-17.59126715,-7.028641448,-11.08313051,12.21369779,-0.172641081,13.14521874,2.916572319
19.55147862,-5.29168093,2.420243491,17.20282959,6.721945036,-0.360394259,-1.97688848,-12.66010679,-36.63181992,-1.124000462,-14.48018774,-25.20218899,-20.06156111,-5.169967391,-12.71139603,13.77244625,2.405786257,16.00967323,5.170050395
